YearStart,YearEnd,LocationAbbr,LocationDesc,CountyName,DataSource,Topic,Category,Question,Response,Age,Sex,Race_Ethnicity,Risk_Factor,Risk_Factor_Repsonse,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size
2022,2022,NE,Nebraska,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,41.05,,,40.87,41.23,115500
2022,2022,VI,U.S. Virgin Islands,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,32.72,,,25.56,40.52,50
2022,2022,MT,Montana,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,24.17,,,23.09,25.28,1440
2022,2022,CO,Colorado,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,27.46,,,25.48,29.5,530
2022,2022,CO,Colorado,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,36.09,,,34.82,37.37,1990
2022,2022,DC,District Of Columbia,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,33.09,,,30.6,35.66,450
2022,2022,HI,Hawaii,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,28.68,,,26.88,30.54,690
2022,2022,IN,Indiana,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,34.56,,,33.08,36.06,1370
2022,2022,KS,Kansas,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,41.14,,,41,41.28,195700
2022,2022,LA,Louisiana,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,33.67,,,33.56,33.77,256000
2022,2022,MN,Minnesota,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,36.53,,,36.43,36.63,313700
2022,2022,MO,Missouri,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,35.97,,,35.88,36.06,390500
2022,2022,MT,Montana,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,29.97,,,27.3,32.75,340
2022,2022,NM,New Mexico,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,31.46,,,29.78,33.18,920
2022,2022,TX,Texas,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,35.71,,,35.45,35.98,43820
2022,2022,VT,Vermont,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,33,,,29.51,36.63,230
2022,2022,CA,California,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,35.53,,,35.42,35.64,248500
2022,2022,KS,Kansas,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,42.2,,,42.05,42.35,179500
2022,2022,NE,Nebraska,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,40.91,,,38.07,43.79,480
2022,2022,ND,North Dakota,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,36.81,,,32.92,40.82,220
2022,2022,VA,Virginia,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,26.35,,,22.95,29.97,170
2022,2022,US,National,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,31.13,,,31.09,31.16,1732000
2022,2022,PR,Puerto Rico,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,33.67,,,33.55,33.78,212700
2022,2022,PR,Puerto Rico,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,33.67,,,33.55,33.78,211700
2022,2022,IL,Illinois,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,28.52,,,28.28,28.75,40570
2022,2022,MO,Missouri,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,36.37,,,36.27,36.46,349400
2022,2022,NJ,New Jersey,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,28.57,,,24.72,32.67,150
2022,2022,NC,North Carolina,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,34.58,,,33.71,35.47,3910
2022,2022,RI,Rhode Island,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,42.61,,,42.37,42.85,67970
2022,2022,VA,Virginia,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,37.96,,,37.88,38.05,497000
2022,2022,WY,Wyoming,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,32.38,,,32.09,32.67,32780
2022,2022,WY,Wyoming,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,31.91,,,27.6,36.46,140
2022,2022,CO,Colorado,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,33.67,,,32.9,34.44,4890
2022,2022,AK,Alaska,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,26.76,,,26.47,27.05,23940
2022,2022,AR,Arkansas,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,32.99,,,32.87,33.12,184200
2022,2022,ID,Idaho,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,37.26,,,37.09,37.43,117900
2022,2022,ME,Maine,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,34.21,,,34.04,34.38,103400
2022,2022,ME,Maine,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,27.88,,,25.85,29.98,520
2022,2022,OH,Ohio,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,29.54,,,29.34,29.74,59640
2022,2022,SC,South Carolina,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,24.64,,,21.33,28.19,160
2022,2022,WA,Washington,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,33.63,,,32.88,34.38,5130
2022,2022,HI,Hawaii,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,40.32,,,39.73,40.91,10870
2022,2022,IA,Iowa,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,27.62,,,24.21,31.24,180
2022,2022,MD,Maryland,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,36.15,,,36.02,36.28,198200
2022,2022,VT,Vermont,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,33.68,,,33.43,33.94,43800
2022,2022,WA,Washington,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,33.85,,,33.76,33.94,349900
2022,2022,CO,Colorado,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,35.71,,,35.6,35.83,242500
2022,2022,HI,Hawaii,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,38.22,,,38.03,38.42,89850
2022,2022,MI,Michigan,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,33.46,,,32.86,34.07,7890
2022,2022,US,National,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,35.76,,,35.69,35.83,683300
2022,2022,AR,Arkansas,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,28.83,,,28.49,29.16,20160
2022,2022,MN,Minnesota,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,26.57,,,26.03,27.12,6770
2022,2022,NV,Nevada,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,30.82,,,30.69,30.95,144000
2022,2022,NY,New York,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,33.11,,,32.96,33.26,123700
2022,2022,ND,North Dakota,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,25.95,,,22.82,29.26,190
2022,2022,SD,South Dakota,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,25.6,,,24.45,26.77,1420
2022,2022,US,National,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,36.8,,,36.66,36.94,165200
2022,2022,DE,Delaware,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,35.48,,,34.95,36.01,11350
2022,2022,ID,Idaho,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,38.31,,,36.51,40.14,1080
2022,2022,KY,Kentucky,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,29.36,,,28.96,29.76,14600
2022,2022,LA,Louisiana,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,34.43,,,34.3,34.56,176700
2022,2022,MA,Massachusetts,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,38.08,,,37.99,38.17,427000
2022,2022,MO,Missouri,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,37.13,,,36.14,38.13,3430
2022,2022,NJ,New Jersey,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,39.37,,,38.59,40.16,5940
2022,2022,ND,North Dakota,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,39.69,,,39.41,39.98,44770
2022,2022,OH,Ohio,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,33.06,,,33,33.13,585000
2022,2022,PA,Pennsylvania,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,36.15,,,36.09,36.21,857800
2022,2022,SD,South Dakota,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,29.74,,,26.51,33.13,230
2022,2022,TN,Tennessee,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,32.27,,,32.18,32.36,332000
2022,2022,CA,California,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,30.47,,,30.38,30.55,369000
2022,2022,DE,Delaware,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,43.32,,,40.66,46.02,580
2022,2022,DC,District Of Columbia,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,41.52,,,40.84,42.21,8310
2022,2022,FL,Florida,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,33.08,,,32.74,33.43,24190
2022,2022,MT,Montana,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,19.3,,,15.78,23.22,90
2022,2022,NH,New Hampshire,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,28.44,,,26.39,30.55,530
2022,2022,OR,Oregon,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,28.54,,,28.01,29.07,8040
2022,2022,TN,Tennessee,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,29.33,,,28.43,30.25,2840
2022,2022,UT,Utah,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,29.2,,,28.55,29.84,5610
2022,2022,VI,U.S. Virgin Islands,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,26.91,,,24.83,29.07,460
2022,2022,AL,Alabama,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,34.42,,,33.13,35.73,1800
2022,2022,ME,Maine,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,34.31,,,34.14,34.49,101400
2022,2022,OK,Oklahoma,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,33.99,,,32.88,35.11,2390
2022,2022,AK,Alaska,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,24.04,,,22.69,25.43,920
2022,2022,AK,Alaska,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,27.48,,,27.15,27.82,18950
2022,2022,AZ,Arizona,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,30.24,,,29.64,30.85,6830
2022,2022,DE,Delaware,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,40.95,,,39.3,42.61,1410
2022,2022,IN,Indiana,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,32.88,,,32.79,32.97,328300
2022,2022,NV,Nevada,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,28.41,,,28.03,28.78,15600
2022,2022,TX,Texas,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,34.19,,,34.14,34.24,1277000
2022,2022,VA,Virginia,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,39.77,,,38.85,40.7,4310
2022,2022,WY,Wyoming,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,21.65,,,18.19,25.43,110
2022,2022,CA,California,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,32.61,,,32.57,32.65,1759000
2022,2022,KY,Kentucky,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,21.69,,,17.13,26.84,60
2022,2022,OR,Oregon,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,29.04,,,27.81,30.29,1510
2022,2022,TX,Texas,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,38.3,,,37.68,38.93,8910
2022,2022,WY,Wyoming,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,29.52,,,25.2,34.14,120
2022,2022,IL,Illinois,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,34.48,,,34.41,34.55,656000
2022,2022,NH,New Hampshire,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,34.1,,,31.53,36.74,450
2022,2022,OK,Oklahoma,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,34.49,,,32.9,36.1,1190
2022,2022,RI,Rhode Island,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,39.69,,,37.43,41.99,720
2022,2022,DC,District Of Columbia,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,35.84,,,35.4,36.29,15970
2022,2022,IA,Iowa,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,41.05,,,38.77,43.36,740
2022,2022,MD,Maryland,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,36.42,,,35.39,37.46,3060
2022,2022,NH,New Hampshire,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,35.59,,,35.41,35.78,90610
2022,2022,NJ,New Jersey,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,36.21,,,36.13,36.29,489300
2022,2022,PA,Pennsylvania,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,38.08,,,37.16,39.01,4090
2022,2022,SD,South Dakota,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,20.92,,,18.16,23.9,170
2022,2022,WI,Wisconsin,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,30.94,,,30.07,31.83,3320
2022,2022,HI,Hawaii,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,34.72,,,33.99,35.46,5710
2022,2022,ID,Idaho,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,31.39,,,30.59,32.19,4130
2022,2022,KS,Kansas,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,32.53,,,31.92,33.14,7340
2022,2022,KY,Kentucky,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,32.04,,,31.93,32.14,238200
2022,2022,OK,Oklahoma,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,32.67,,,32.22,33.14,13130
2022,2022,TN,Tennessee,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,31.54,,,31.46,31.63,381500
2022,2022,FL,Florida,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,29.61,,,27.96,31.29,870
2022,2022,LA,Louisiana,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,26.35,,,23.09,29.81,180
2022,2022,MA,Massachusetts,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Other,All patients,Total,%,Crude Prevalence,38.63,,,37.71,39.55,4180
2022,2022,MT,Montana,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"White, non-Hispanic",All patients,Total,%,Crude Prevalence,32.55,,,32.35,32.76,65030
2022,2022,OH,Ohio,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,32.7,,,32.64,32.76,664000
2022,2022,RI,Rhode Island,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,31.25,,,25.44,37.53,80
2022,2022,WA,Washington,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,26.52,,,26.03,27,8510
2022,2022,IN,Indiana,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,28.22,,,27.91,28.53,23180
2022,2022,MI,Michigan,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Black, non-Hispanic",All patients,Total,%,Crude Prevalence,28.34,,,28.15,28.53,60000
2022,2022,ND,North Dakota,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,29.17,,,27.54,30.84,870
2022,2022,WV,West Virginia,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,All races,All patients,Total,%,Crude Prevalence,31.4,,,31.25,31.55,119600
2022,2022,WY,Wyoming,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,20.18,,,17.86,22.65,230
2022,2022,HI,Hawaii,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,29.41,,,23.49,35.89,70
2022,2022,IL,Illinois,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,25.79,,,22.57,29.22,180
2022,2022,MO,Missouri,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,North American Native,All patients,Total,%,Crude Prevalence,26.62,,,24.47,28.85,430
2022,2022,MT,Montana,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,23.59,,,22.03,25.21,660
2022,2022,NM,New Mexico,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,Asian,All patients,Total,%,Crude Prevalence,33.7,,,32.14,35.29,1180
2022,2022,RI,Rhode Island,,Medicare FFS MA,,,Annual prevalence of diagnosed cataracts,All Cataracts,All Ages,Both sexes,"Hispanic, any race",All patients,Total,%,Crude Prevalence,32.32,,,31.55,33.09,4640
